admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
APOPONG,UG4351902,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
PALLISA,UG435876,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
OBUTET,UG4351908,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
KIBALE TOWN COUNCIL,UG4352171,KIBALE,UG435217,PALLISA,UG435,EASTERN,UG4,Uganda,UG
KIBALE,UG4352174,KIBALE,UG435217,PALLISA,UG435,EASTERN,UG4,Uganda,UG
KAMUGE,UG435879,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
AKISIM,UG43519010,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
KAMUGE TOWN COUNCIL,UG435871,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
AGULE TOWN COUNCIL,UG4351905,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
PALLISA TOWN COUNCIL,UG435877,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
BOLISO I,UG435872,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
AGULE,UG4351901,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
PUTI-PUTI,UG435878,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
KAMEKE,UG4351904,AGULE,UG435190,PALLISA,UG435,EASTERN,UG4,Uganda,UG
KASODO,UG435875,PALLISA,UG43587,PALLISA,UG435,EASTERN,UG4,Uganda,UG
BUDAKA,UG4721431,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KACHOMO TOWN COUNCIL,UG4721437,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KATIRA,UG47219411,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KAMONKOLI TOWN COUNCIL,UG4721945,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KAMERUKA,UG4721947,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
BUDAKA TOWN COUNCIL,UG4721438,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
NANSANGA,UG47214313,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KAKOLI,UG4721943,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
TADEMERI,UG4721434,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
MUGITI,UG47219412,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
LYAMA,UG4721435,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
NABOA TOWN COUNCIL,UG4721436,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KACHOMO,UG4721439,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KAKULE,UG47214310,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
IKI-IKI,UG4721942,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KAMONKOLI,UG4721944,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KADIMUKOLI,UG4721941,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
IKI-IKI TOWN COUNCIL,UG4721946,IKI-IKI,UG472194,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KABUNA,UG4721432,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
KADERUNA,UG4721433,BUDAKA,UG472143,BUDAKA,UG472,EASTERN,UG4,Uganda,UG
BUMAYOKA,UG4782266,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUMASHETI,UG47815010,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUKIBOKOLO,UG4781503,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUSHIKA,UG4781507,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUKIGAI TOWN COUNCIL,UG47815017,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUNABUTITI,UG47815020,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUNDESI,UG47822610,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUDUDA,UG4781502,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BULUCHEKE,UG4782265,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUSHIYI,UG47822612,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUSHIRIBO,UG47815011,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUKIBINO,UG47815022,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
KUUSHU TOWN COUNCIL,UG4782262,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUWALI,UG47822613,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUKIGAI,UG4781504,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
NAKATSI,UG47815015,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
KIKHOLO TOWN COUNCIL,UG47815019,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUDUDA TOWN COUNCIL,UG4781508,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUKALASI,UG4782269,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
NABWEYA,UG47815014,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUNATSAMI,UG47815021,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
NALWANZA,UG47822616,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUSIRIWA,UG4782268,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUFUMA,UG4782263,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
MABONO,UG4782264,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUMWALUKANI,UG4782267,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUBIITA,UG4782261,LUTSESHE,UG478226,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
NANGAKO TOWN COUNCIL,UG47815018,MANJIYA,UG478150,BUDUDA,UG478,EASTERN,UG4,Uganda,UG
BUSOWA TOWN COUNCIL,UG441998,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
NAMAYEMBA TOWN COUNCIL,UG441996,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
NANKOMA TOWN COUNCIL,UG441997,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
NABUKALU,UG441995,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
NANKOMA,UG441994,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
BUWUNGA,UG441992,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
BUWUNI TOWN COUNCIL,UG441999,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
MUTERERE,UG441993,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
MUTERERE TOWN COUNCIL,UG4419910,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
BULESA,UG441991,BUKOOLI,UG44199,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
WESTERN DIVISION,UG4412552,BUGIRI MUNICIPALITY,UG441255,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
EASTERN DIVISION,UG4412551,BUGIRI MUNICIPALITY,UG441255,BUGIRI,UG441,EASTERN,UG4,Uganda,UG
BRIM,UG45912617,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
LWONGON,UG45912616,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
AMANANG,UG45912614,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
RIWO,UG45912610,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
CHEPKWASTA,UG4591266,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
SUAM,UG4591264,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
BUKWA,UG4591261,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
TULEL,UG45912612,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
CHESOWER,UG4591262,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
KAPKOROS,UG45912618,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
KAMET,UG4591267,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
KAPSARUR,UG45912613,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
KAPTERERWO,UG4591268,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
MUTUSHET,UG45912615,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
KABEI,UG4591263,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
KORTEK,UG4591269,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
BUKWO TOWN COUNCIL,UG4591265,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
SENENDET,UG45912611,KONGASIS,UG459126,BUKWO,UG459,EASTERN,UG4,Uganda,UG
BULAMBULI TOWN COUNCIL,UG48916117,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
SISIYI,UG4892099,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
MUYEMBE,UG4891618,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BWIKHONGE,UG48916111,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BULUGANYA,UG4892095,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BULAGO,UG4892093,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
NABIWUTULU,UG4892096,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
NAMISUNI,UG48920914,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BULEGENI TOWN COUNCIL,UG48920916,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUFUMBO,UG4892092,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
NABBONGO,UG48916113,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUMUFUNI,UG48916121,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUNAMBUTYE,UG4891616,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUKHALU,UG4891612,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUNALWERE,UG48916122,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
LUSHA,UG48920912,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUGINYANYA,UG4892091,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
SOTTI,UG4892098,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUMASOBO,UG48920910,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUMUGIBOLE,UG48920918,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUYAGA TOWN COUNCIL,UG48916120,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BUWANYANGA,UG48916123,BULAMBULI,UG489161,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
MASIRA,UG4892097,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
BULEGENI,UG4892094,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
KAMU,UG48920919,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
SIMU,UG48920915,ELGON,UG489209,BULAMBULI,UG489,EASTERN,UG4,Uganda,UG
SIKUDA,UG4421007,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
MASABA,UG4421004,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
TIIRA TOWN COUNCIL,UG4421002,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
EASTERN DIVISION,UG4421821,BUSIA MUNICIPALITY,UG442182,BUSIA,UG442,EASTERN,UG4,Uganda,UG
LUNYO,UG4421003,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
BUYANGA,UG4421006,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
BULUMBI,UG4421001,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
NAMUNGONDI TOWN COUNCIL,UG4421008,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
MASAFU,UG4421005,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
LUMINO-MAJANJI TOWN COUNCIL,UG4421009,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
MASAFU TOWN COUNCIL,UG44210010,SAMIA BUGWE,UG442100,BUSIA,UG442,EASTERN,UG4,Uganda,UG
WESTERN DIVISION,UG4421822,BUSIA MUNICIPALITY,UG442182,BUSIA,UG442,EASTERN,UG4,Uganda,UG
NAWANJOFU,UG4601927,BUNYOLE WEST,UG460192,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUTALEJA TOWN COUNCIL,UG4601278,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUSABI,UG46019210,BUNYOLE WEST,UG460192,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
HIMUTU,UG46012711,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUFUJJA-KACHONGA TOWN COUNCIL,UG46012710,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUSOLWE,UG4601923,BUNYOLE WEST,UG460192,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUSABA,UG4601922,BUNYOLE WEST,UG460192,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
MAZIMASA,UG4601276,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
NAWEYO,UG46012712,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUDUMBA,UG4601921,BUNYOLE WEST,UG460192,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUSABA TOWN COUNCIL,UG4601924,BUNYOLE WEST,UG460192,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUSOLWE TOWN COUNCIL,UG4601929,BUNYOLE WEST,UG460192,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
BUTALEJA,UG4601274,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
NABIGANDA TOWN COUNCIL,UG4601271,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
KACHONGA,UG4601275,BUNYOLE EAST,UG460127,BUTALEJA,UG460,EASTERN,UG4,Uganda,UG
NDOLWA,UG4831557,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
IRUNDU TOWN COUNCIL,UG4831792,BUDIOPE EAST,UG483179,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
BUGAYA,UG4831791,BUDIOPE EAST,UG483179,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
BUYENDE TOWN COUNCIL,UG4831556,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
NGANDHO,UG4831796,BUDIOPE EAST,UG483179,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
GUMPI,UG4831794,BUDIOPE EAST,UG483179,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
IRUNDU,UG4831795,BUDIOPE EAST,UG483179,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
BUKUNGU TOWN COUNCIL,UG4831551,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
BUYENDE,UG4831552,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
KAGULU,UG4831793,BUDIOPE EAST,UG483179,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
KIDERA TOWN COUNCIL,UG4831553,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
KIDERA,UG4831554,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
NKONDO,UG4831555,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
BUYANJA,UG4831558,BUDIOPE WEST,UG483155,BUYENDE,UG483,EASTERN,UG4,Uganda,UG
NORTHERN DIVISION,UG471842,IGANGA MUNICIPALITY,UG47184,IGANGA,UG47,EASTERN,UG4,Uganda,UG
NABITENDE,UG47211,KIGULU,UG4721,IGANGA,UG47,EASTERN,UG4,Uganda,UG
NAMUNGALWE,UG47213,KIGULU,UG4721,IGANGA,UG47,EASTERN,UG4,Uganda,UG
NAWANDALA,UG47214,KIGULU,UG4721,IGANGA,UG47,EASTERN,UG4,Uganda,UG
NAWANYINGI,UG47215,KIGULU,UG4721,IGANGA,UG47,EASTERN,UG4,Uganda,UG
CENTRAL DIVISION,UG471841,IGANGA MUNICIPALITY,UG47184,IGANGA,UG47,EASTERN,UG4,Uganda,UG
NAMBALE,UG47212,KIGULU,UG4721,IGANGA,UG47,EASTERN,UG4,Uganda,UG
KAKIRA TOWN COUNCIL,UG48222,BUTEMBE,UG4822,JINJA,UG48,EASTERN,UG4,Uganda,UG
JINJA CENTRAL,UG48231,JINJA MUNICIPALITY,UG4823,JINJA,UG48,EASTERN,UG4,Uganda,UG
WALUKUBA/MASESE,UG48232,JINJA MUNICIPALITY,UG4823,JINJA,UG48,EASTERN,UG4,Uganda,UG
BUYENGO,UG48245,KAGOMA,UG4824,JINJA,UG48,EASTERN,UG4,Uganda,UG
BUTAGAYA,UG48242,KAGOMA,UG4824,JINJA,UG48,EASTERN,UG4,Uganda,UG
BUDONDO,UG48241,KAGOMA,UG4824,JINJA,UG48,EASTERN,UG4,Uganda,UG
BUSEDDE,UG48221,BUTEMBE,UG4822,JINJA,UG48,EASTERN,UG4,Uganda,UG
BUWENGE TOWN COUNCIL,UG48244,KAGOMA,UG4824,JINJA,UG48,EASTERN,UG4,Uganda,UG
BUWENGE,UG48243,KAGOMA,UG4824,JINJA,UG48,EASTERN,UG4,Uganda,UG
MAFUBIRA,UG48223,BUTEMBE,UG4822,JINJA,UG48,EASTERN,UG4,Uganda,UG
BUGEMBE TOWN COUNCIL,UG48224,BUTEMBE,UG4822,JINJA,UG48,EASTERN,UG4,Uganda,UG
NANSOLOLO,UG4642032,BULAMOGI NORTH WEST,UG464203,KALIRO,UG464,EASTERN,UG4,Uganda,UG
BULUMBA TOWN COUNCIL,UG46413213,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
NAMWIWA TOWN COUNCIL,UG46413210,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
KALIRO TOWN COUNCIL,UG4641326,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
NAWAIKOKE,UG4642035,BULAMOGI NORTH WEST,UG464203,KALIRO,UG464,EASTERN,UG4,Uganda,UG
BUKAMBA,UG4642031,BULAMOGI NORTH WEST,UG464203,KALIRO,UG464,EASTERN,UG4,Uganda,UG
GADUMIRE,UG4641322,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
BUMANYA,UG4641321,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
NAWAIKOKE TOWN COUNCIL,UG4642033,BULAMOGI NORTH WEST,UG464203,KALIRO,UG464,EASTERN,UG4,Uganda,UG
BUYINDA,UG4641327,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
NAMUGONGO,UG4641323,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
BUDOMERO,UG46413212,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
KASOKWE,UG4641328,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
NAMWIWA,UG4641324,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
KISINDA,UG4641329,BULAMOGI,UG464132,KALIRO,UG464,EASTERN,UG4,Uganda,UG
BUTANSI,UG413392,BUGABULA,UG41339,KAMULI,UG413,EASTERN,UG4,Uganda,UG
NORTHERN DIVISION,UG4132381,KAMULI MUNICIPALITY,UG413238,KAMULI,UG413,EASTERN,UG4,Uganda,UG
NAMWENDWA,UG413394,BUGABULA,UG41339,KAMULI,UG413,EASTERN,UG4,Uganda,UG
SOUTHERN DIVISION,UG4132382,KAMULI MUNICIPALITY,UG413238,KAMULI,UG413,EASTERN,UG4,Uganda,UG
NAMWENDWA TOWN COUNCIL,UG413395,BUGABULA,UG41339,KAMULI,UG413,EASTERN,UG4,Uganda,UG
KASAMBIRA TOWN COUNCIL,UG413409,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
KAGUMBA,UG413396,BUGABULA,UG41339,KAMULI,UG413,EASTERN,UG4,Uganda,UG
NAWANYAGO TOWN COUNCIL,UG4134010,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
KISOZI,UG413402,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
WANKOLE,UG413405,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
KISOZI TOWN COUNCIL,UG413407,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
NABWIGULU,UG413393,BUGABULA,UG41339,KAMULI,UG413,EASTERN,UG4,Uganda,UG
BUGULUMBYA,UG413401,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
NAWANYAGO,UG413404,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
MAGOGO,UG413406,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
BULOPA,UG413391,BUGABULA,UG41339,KAMULI,UG413,EASTERN,UG4,Uganda,UG
MBULAMUTI TOWN COUNCIL,UG413408,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
MBULAMUTI,UG413403,BUZAAYA,UG41340,KAMULI,UG413,EASTERN,UG4,Uganda,UG
CHEMA,UG414426,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
MUNARYA,UG4144213,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
WEST DIVISION,UG4142393,KAPCHORWA MUNICIPALITY,UG414239,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
KASEREM,UG414423,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
KAWOWO,UG414427,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
EAST DIVISION,UG4142392,KAPCHORWA MUNICIPALITY,UG414239,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
AMUKOL,UG4144214,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
CHEPTERECH,UG4144215,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
KABEYWA,UG414429,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
CENTRAL DIVISION,UG4142391,KAPCHORWA MUNICIPALITY,UG414239,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
GAMOGO,UG414428,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
KAPTANYA,UG414422,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
KAPSINDA,UG4144211,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
SIPI,UG414424,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
SIPI TOWN COUNCIL,UG4144216,TINGEY,UG41442,KAPCHORWA,UG414,EASTERN,UG4,Uganda,UG
KIBUKU TOWN COUNCIL,UG41028610,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
BULANGIRA TOWN COUNCIL,UG410221211,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
GOLI-GOLI,UG41022127,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KITUTI,UG41028612,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KASASIRA,UG4102869,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
BULANGIRA,UG41022121,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
NANKODO,UG41028614,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KAGUMU,UG41022125,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
NANDERE,UG41022124,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KIRIKA,UG41022126,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KENKEBU,UG410221212,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
NABISWA,UG41022129,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
TIRINYI TOWN COUNCIL,UG41028611,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KADAMA TOWN COUNCIL,UG410221210,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
TIRINYI,UG4102867,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
